"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1.01823925978144,0.473141141870193,0.392734051153245,0.00203554527958605,0.0184774526535402,0.477615196235903,0.00505852838251121,0.0296144059109667,0.51151141204738,-0.0233371791946508
"2",0.473141141870194,1.03955193169846,0.510699721829564,-0.0029975125624548,0.472790386416501,0.0329635142278468,0.492550887789391,0.456390279968474,-0.0169515290166661,0.0343659698999204
"3",0.392734051153245,0.510699721829564,1.00289452478221,-0.000810897197598445,-0.00736083580442414,0.0089174009294096,-0.00201515855750565,0.488202550691152,-0.00458578474258731,0.00929679796296489
"4",0.00203554527958606,-0.0029975125624548,-0.000810897197598396,1.00022717168789,0.502062127238388,-0.00249819744294793,0.000564543861528184,0.00330503850243879,0.00128470120481695,0.497395513979406
"5",0.0184774526535402,0.472790386416501,-0.00736083580442415,0.502062127238388,1.01871875099994,-0.0226771300222146,0.405124588209647,0.0300011466506692,0.0116617428872743,0.476358054020751
"6",0.477615196235903,0.0329635142278468,0.00891740092940955,-0.00249819744294796,-0.0226771300222147,1.02747256398992,-0.00620826409366203,0.363654634450589,0.485872195982715,0.0286414072801007
"7",0.00505852838251121,0.492550887789391,-0.00201515855750571,0.000564543861528184,0.405124588209647,-0.00620826409366203,1.00140294631335,0.00821334275269709,0.00319260768737502,-0.00647239901361211
"8",0.0296144059109667,0.456390279968474,0.488202550691152,0.00330503850243876,0.0300011466506691,0.363654634450589,0.00821334275269703,1.04808379337479,0.0186906492993737,0.362108295582001
"9",0.51151141204738,-0.0169515290166661,-0.00458578474258731,0.00128470120481689,0.0116617428872743,0.485872195982715,0.00319260768737503,0.0186906492993737,1.00726523951334,0.485271118692172
"10",-0.0233371791946508,0.0343659698999204,0.0092967979629649,0.497395513979406,0.47635805402075,0.0286414072801007,-0.00647239901361211,0.362108295582001,0.485271118692172,1.02985997182394
