"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1088.04200686746,294.50795136573,-1836.68994126032,1308.589966628,379.689604412215,-1567.67130984041,-870.881474139427,2156.16943132977,1630.51460955339,-1848.69911481353
"2",-1175.36411759102,-325.307827403893,1996.3801298145,-1428.04497404,-406.871653031395,1696.36789329308,946.040038661712,-2341.66404406067,-1769.18550279974,2010.24635414364
"3",1093.44199472371,302.850949583119,-1855.84109575947,1327.74401208421,377.389538787546,-1575.90085129595,-879.463281103032,2177.10440571203,1646.50648572583,-1870.20580671718
"4",1481.40045038527,406.94824511474,-2510.04119531582,1795.36950180396,510.745098903688,-2136.00302639952,-1185.58151709315,2944.94835660043,2225.87860505095,-2528.87610823962
"5",-2611.21905336618,-721.680898863014,4429.87604833079,-3167.75244760313,-901.462969734092,3763.87232676404,2100.82616031951,-5197.0110040809,-3928.01335638207,4459.73881836317
"6",-1923.76252237019,-527.295017335032,3256.78876106052,-2326.94814836692,-662.392531276515,2769.64495818614,1542.87489841943,-3823.08888908585,-2887.67544954517,3279.86997850273
"7",-2021.9665039437,-552.522609773612,3422.69530771344,-2443.59839686377,-705.829808570708,2916.36097047412,1626.0561890762,-4023.2769063036,-3038.34962966499,3449.17449046786
"8",-109.840163524518,-31.2006113791272,188.898733773459,-134.837687907774,-38.9970329769231,160.078598063977,88.3018402048365,-220.723727337594,-167.551844034671,189.651062662497
"9",204.591638403216,52.5792818509198,-340.035444648075,240.361929763934,73.8847060059311,-293.052176190966,-161.547544654235,399.811768063041,300.359186784684,-340.649565595561
"10",499.382468907689,137.733088011328,-845.353535206691,604.533480206516,171.93977983845,-720.437408242327,-401.150760482553,991.532049943406,751.441058452073,-852.271391891755
"11",-747.04704202976,-206.166692990872,1267.60817060671,-907.070927728199,-257.670368478229,1076.1498237184,599.79076079807,-1486.44732978131,-1120.75724028085,1276.93518726211
"12",677.885721839824,187.006471016423,-1147.60779515659,819.488027400968,235.383047158495,-976.928251795361,-544.557485020515,1346.96127462118,1018.27358621207,-1155.84510461145
"13",-385.946845521495,-104.112493471156,649.609805442089,-462.483929501896,-133.501804717461,553.090960350059,307.803829216972,-761.764567591395,-575.080090085911,653.12692082179
"14",1286.37507060923,355.097804900465,-2180.33254742736,1558.96145956252,446.691575222835,-1856.16432387389,-1034.9026666569,2559.8382320846,1935.49652773873,-2197.08821125829
"15",-572.303607288152,-158.443249585337,974.599284035593,-700.422026705935,-193.093931220606,822.783144955144,462.785827365712,-1144.50956154112,-863.268183743485,983.950007695688
"16",-2079.36571766943,-569.774246636519,3521.4973533081,-2516.53561802128,-720.446535434108,2999.71641400657,1666.62415717686,-4133.30672340506,-3124.33124781522,3546.10891490025
"17",840.670836343401,233.557245927209,-1428.00916645096,1021.51372643879,285.31974789252,-1209.3480488235,-673.641928903631,1672.23403867875,1262.07689912469,-1435.96775000107
"18",-1880.87036726128,-515.681165680745,3183.14765862946,-2275.22258231123,-651.49164063049,2709.08005878436,1507.8934306391,-3736.09047601693,-2824.3138221026,3205.92187350019
"19",1589.75401268065,433.534019389146,-2685.11523490715,1914.97393592844,558.259938602499,-2293.36994388262,-1276.74845132952,3157.69743689927,2387.05860258145,-2706.1693563575
"20",-889.753087621889,-242.06762439934,1503.48394169825,-1073.64559861778,-308.755746523036,1283.07857020493,713.736374173655,-1766.40632011296,-1335.457347273,1517.22685612652
"21",1627.28975460083,449.008820253154,-2761.95082748746,1973.86994866609,563.337459672808,-2347.93771706205,-1308.69250875319,3241.16103586516,2448.23864934984,-2780.19653160632
"22",-99.8886659302685,-29.3884289309147,172.443497568183,-123.296939951056,-32.8490183426266,147.091889640447,80.2139049132392,-202.857907668683,-152.094478233438,173.735162683966
"23",1714.10523813266,472.847246380757,-2904.03180353681,2076.43082615181,590.029972981033,-2468.00905155786,-1374.57608780655,3405.20897837344,2574.43692999681,-2923.18041441871
"24",-962.456119719268,-263.881625574234,1629.21054300359,-1166.07662330093,-333.72840840976,1387.33917803989,771.148796968131,-1914.12408495184,-1444.94155962997,1643.95800804322
"25",436.218361154203,118.268136139509,-732.499714833883,522.481823609194,152.269556132727,-627.479497546047,-347.256594669767,861.86920148142,651.246059558655,-738.154960420104
"26",-633.52111190729,-171.497122050736,1070.26811163915,-766.452296065701,-220.126928334977,913.171379915436,508.994299739945,-1256.90102493397,-953.990044318252,1081.04952984805
"27",2291.11491982386,632.596757682446,-3886.4701042385,2777.63766650795,792.045460957825,-3304.4650167715,-1842.01906400105,4557.82895584177,3445.40034537486,-3913.93666074329
"28",4.59808378304208,1.94761688390917,-8.44949914936771,8.1872100600822,2.22475952300415,-6.86849272929637,-8.13757685564559,10.1767378674934,11.004868193589,-10.6718962438965
"29",-1085.30072186907,-298.519985612402,1841.43417258033,-1315.00743117328,-375.638014359234,1566.17323341786,872.999693216821,-2160.51752671885,-1632.3724703691,1853.50792950763
"30",-155.536034792051,-43.9943352521293,267.643090108958,-191.662359160735,-51.7322717835203,224.941703211897,124.137146053486,-310.575077953163,-232.97655797999,266.314788477048
"31",355.504486062714,99.5399545816523,-607.74485791247,436.270969865521,120.22839713257,-513.777371112293,-285.118510555941,711.857359904482,535.399072462861,-610.740003379531
"32",2229.11453774391,622.267196544953,-3791.72295268067,2714.45520924842,766.36092161269,-3214.46985129034,-1795.31118342372,4445.45155168166,3356.27746552352,-3816.97406091935
"33",1551.88529692616,428.061781922044,-2634.11193168752,1880.35346386249,540.023535728112,-2240.51057942024,-1248.88171392565,3092.08747894667,2336.93559050484,-2652.99949144357
"34",2441.42169730287,672.343727616237,-4142.3441910377,2959.6163507579,844.743708413971,-3519.83716648748,-1964.49907359727,4860.94090815973,3671.42453472307,-4169.46387953533
"35",111.679159058793,27.398899610932,-180.761284776468,125.993945430892,45.0954483373066,-162.221530335709,-87.0994288317854,215.496812201482,164.055342705516,-184.334211085927
"36",-1403.41158778027,-390.011445278955,2384.46514399975,-1706.12799074769,-481.619117926343,2023.01705754561,1127.55004419424,-2794.8100229533,-2111.79595920747,2401.21963699252
"37",1145.57413225357,315.960267204389,-1941.94011498368,1389.05857867169,396.121956399573,-1652.28238192101,-919.877004483869,2278.75714871896,1723.10143578176,-1955.46411539833
"38",-1243.82567267056,-346.413574688692,2115.35952088711,-1515.67197873981,-426.610732149769,1793.62037323631,1001.33396005458,-2479.91039243399,-1874.23126121456,2130.65959778002
"39",-1660.58249880043,-461.513446859103,2820.47399217701,-2017.63987219638,-570.634803356863,2394.41819805755,1335.01767183263,-3304.597684879,-2496.25787815937,2836.01533178303
"40",918.654313480583,251.795579921507,-1553.99703967789,1110.78405580467,320.491886756783,-1325.51122579169,-736.943614125739,1824.21917535409,1382.09769931052,-1566.69025002696
"41",2885.11362945812,792.695468556004,-4888.1877639131,3490.53569014981,1002.03747935438,-4162.12622378126,-2319.1784430417,5739.89678566589,4337.62879786968,-4923.20152559601
"42",3063.55221766265,843.87722964071,-5194.46375887009,3710.31507477162,1061.89134171983,-4419.60092300333,-2462.65036594212,6095.40814709144,4604.39285190765,-5228.10321250855
"43",420.394644555597,112.44247649419,-708.091410884987,508.077961157135,149.760833940108,-608.174501966015,-339.297952613914,836.280388243988,633.783912505485,-719.144591736344
"44",246.417471131262,67.2133887074023,-418.187786008993,299.817774827638,87.4260587129619,-356.494907366486,-199.731363873374,492.319268223728,371.711193045576,-421.94496563389
"45",-1841.68622879363,-510.112614580265,3127.64825706601,-2239.58468740702,-631.999672059366,2654.30465312194,1482.57882273648,-3667.95539526572,-2770.65986239766,3149.28320459371
"46",107.176983489531,33.041188786352,-186.722700481085,135.634987664431,34.0586700847863,-154.338603208213,-87.9002806442282,218.319437548857,163.564799551302,-188.392271777076
"47",-607.421731178959,-165.759002175789,1026.26399895312,-733.091387988094,-210.025434048875,873.959699803277,487.74994192976,-1206.02058510327,-912.047285083817,1035.98173641703
"48",33.3972717883711,10.1188204811332,-58.181908777755,40.5544573489418,9.74538949503304,-46.5348259562709,-27.4252986225085,66.0145920741988,49.7287990772345,-57.7374474773116
"49",-1650.94521271587,-457.415747381925,2806.63269843782,-2007.73384288355,-570.103896223787,2381.23123652379,1331.30338072992,-3291.71442386,-2485.17993653381,2824.74218851024
"50",-433.721123216417,-120.81320121132,736.31433401746,-524.102221950697,-150.23989314089,626.727012562149,347.776629675438,-861.908302343748,-653.575655230169,740.339102240706
